rank_absDlater	CD	win10.count	CI	0.27378715738364334	0.2427820574023715
rank_absDlater	CD	win40	dim100	ep30	iter1.sgns	VI	0.14140655381353007	0.5520634072501138
rank_absDlater	CD	win40	dim200	ep30	iter1.sgns	OP	0.2715306698227892	0.24684257910146815
rank_absDlater	CD	win40	dim200	ep30	iter1.sgns	VI	0.16021061682064844	0.49984806651858116
rank_absDlater	CD	win40	dim300	ep30	iter1.sgns	OP	0.2715306698227892	0.24684257910146815
rank_absDlater	CD	win40	dim300	ep30	iter1.sgns	VI	0.16998872958434996	0.4736802806522644
rank_absDlater	CD	win40	dim350	ep30	iter1.sgns	OP	0.2625047195793724	0.263517037550305
rank_absDlater	CD	win40	dim350	ep30	iter1.sgns	VI	0.0631816517039177	0.7912965827099087
rank_absDlater	CD	win40	dim400	ep30	iter1.sgns	OP	0.20834901811887147	0.3780470794382489
rank_absDlater	CD	win40	dim400	ep30	iter1.sgns	VI	0.32794285884414426	0.1580781433300205
rank_absDlater	CD	win40	dim50	ep30	iter1.sgns	OP	0.21963145592314248	0.35216001007273257
rank_absDlater	CD	win40	dim50	ep30	iter1.sgns	VI	0.01654757544626416	0.94479672348428
rank_absDlater	CD	win4.count	CI	0.31741258356015795	0.17266645142789772
rank_absDlater	CD	win4	dim100	ep30	iter1.sgns	OP	0.4332456116840071	0.05636245090929616
rank_absDlater	CD	win4	dim100	ep30	iter1.sgns	VI	0.41293722363631924	0.0703660517724336
rank_absDlater	CD	win4	dim200	ep30	iter1.sgns	OP	0.552087289888995	0.011604511301924551
rank_absDlater	CD	win4	dim200	ep30	iter1.sgns	VI	0.3407296216889847	0.14153910305268524
rank_absDlater	CD	win4	dim300	ep30	iter1.sgns	OP	0.4708537376982438	0.03613490502478399
rank_absDlater	CD	win4	dim300	ep30	iter1.sgns	VI	0.23016173120712877	0.3289512870243173
rank_absDlater	CD	win4	dim350	ep30	iter1.sgns	OP	0.30613014575588693	0.18928902526125366
rank_absDlater	CD	win4	dim350	ep30	iter1.sgns	VI	0.218127130882573	0.3555509478251858
rank_absDlater	CD	win4	dim400	ep30	iter1.sgns	OP	0.4640842750156812	0.03927875514790414
rank_absDlater	CD	win4	dim400	ep30	iter1.sgns	VI	0.19481009275374622	0.4104797454939706
rank_absDlater	CD	win4	dim50	ep30	iter1.sgns	OP	0.43926291184628496	0.05265141046133553
rank_absDlater	CD	win4	dim50	ep30	iter1.sgns	VI	0.3745769351017978	0.10370016887863306
rank_absDlater	CD	win5.count	CI	0.28130878258649067	0.22955838530342443
rank_absDlater	CD	win5	dim100	ep30	iter1.sgns	OP	0.5528394524092798	0.011468159768067594
rank_absDlater	CD	win5	dim100	ep30	iter1.sgns	VI	0.48138401298223005	0.03163763691457064
rank_absDlater	CD	win5	dim200	ep30	iter1.sgns	OP	0.38736369794663833	0.09152287113529005
rank_absDlater	CD	win5	dim200	ep30	iter1.sgns	VI	0.30161717063417853	0.19622970282553034
rank_absDlater	CD	win5	dim300	ep30	iter1.sgns	OP	0.4415193994071391	0.051308939380185395
rank_absDlater	CD	win5	dim300	ep30	iter1.sgns	VI	0.14215871633381483	0.5499288640014355
rank_absDlater	CD	win5	dim350	ep30	iter1.sgns	OP	0.413689386156604	0.06980498171373717
rank_absDlater	CD	win5	dim350	ep30	iter1.sgns	VI	0.22790524364627454	0.3338465269041696
rank_absDlater	CD	win5	dim400	ep30	iter1.sgns	OP	0.3091387958370259	0.1847548850654009
rank_absDlater	CD	win5	dim400	ep30	iter1.sgns	VI	0.23317038128826767	0.32249083969714487
rank_absDlater	CD	win5	dim50	ep30	iter1.sgns	OP	0.3640466598178115	0.11457866181249783
rank_absDlater	CD	win5	dim50	ep30	iter1.sgns	VI	0.41594587371745817	0.06814188519929046
rank_reverse_compare	CD	win10.count	CI	0.2745393199039281	0.24143814333722063
rank_reverse_compare	CD	win10	dim100	ep30	iter1.sgns	OP	0.6107559664712044	0.004230442360024878
rank_reverse_compare	CD	win10	dim100	ep30	iter1.sgns	VI	0.5265137641993141	0.017081366051495538
rank_reverse_compare	CD	win10	dim200	ep30	iter1.sgns	OP	0.4422715619274239	0.050867313746125256
rank_reverse_compare	CD	win10	dim200	ep30	iter1.sgns	VI	0.6032343412683571	0.004866277996420944
rank_reverse_compare	CD	win10	dim300	ep30	iter1.sgns	OP	0.2579917444576639	0.27211404799179173
rank_reverse_compare	CD	win10	dim300	ep30	iter1.sgns	VI	0.569387027855544	0.008781546135648495
rank_reverse_compare	CD	win10	dim350	ep30	iter1.sgns	OP	0.6303121919986074	0.002891146599250161
rank_reverse_compare	CD	win10	dim350	ep30	iter1.sgns	VI	0.7213238569530603	0.00033153863015673857
rank_reverse_compare	CD	win10	dim400	ep30	iter1.sgns	OP	0.5611132401324119	0.010052119829071574
rank_reverse_compare	CD	win10	dim400	ep30	iter1.sgns	VI	0.7446408950818871	0.00016593963796758827
rank_reverse_compare	CD	win10	dim50	ep30	iter1.sgns	OP	0.48740131314450796	0.029272058208308423
rank_reverse_compare	CD	win10	dim50	ep30	iter1.sgns	VI	0.4482888620897018	0.047438158648526976
rank_reverse_compare	CD	win15.count	CI	0.2670176947010807	0.2550932689930958
rank_reverse_compare	CD	win15	dim100	ep30	iter1.sgns	OP	0.6100038039509197	0.004290756451969523
rank_reverse_compare	CD	win15	dim100	ep30	iter1.sgns	VI	0.6521249050868648	0.0018336548934304552
rank_reverse_compare	CD	win15	dim200	ep30	iter1.sgns	OP	0.549830802328141	0.012021458958253047
rank_reverse_compare	CD	win15	dim200	ep30	iter1.sgns	VI	0.654381392647719	0.0017457891100855674
rank_reverse_compare	CD	win15	dim300	ep30	iter1.sgns	OP	0.5129748388341889	0.020723702555959678
rank_reverse_compare	CD	win15	dim300	ep30	iter1.sgns	VI	0.5821737907003846	0.0070777401490130015
rank_reverse_compare	CD	win15	dim350	ep30	iter1.sgns	OP	0.5964648785857944	0.0055040468495771875
rank_reverse_compare	CD	win15	dim350	ep30	iter1.sgns	VI	0.6889808685808168	0.0007801761668161786
rank_reverse_compare	CD	win15	dim400	ep30	iter1.sgns	OP	0.48514482558365374	0.030142289016692102
rank_reverse_compare	CD	win15	dim400	ep30	iter1.sgns	VI	0.580669465659815	0.007262876191888226
rank_reverse_compare	CD	win15	dim50	ep30	iter1.sgns	OP	0.6092516414306349	0.004351779854156044
rank_reverse_compare	CD	win15	dim50	ep30	iter1.sgns	VI	0.5047010511110568	0.02323729699509421
rank_reverse_compare	CD	win20.count	CI	0.3098909583573106	0.18363292496133266
rank_reverse_compare	CD	win20	dim100	ep30	iter1.sgns	OP	0.7416322450007481	0.00018216834659643205
rank_reverse_compare	CD	win20	dim100	ep30	iter1.sgns	VI	0.4979315884284942	0.025468536459116734
rank_reverse_compare	CD	win20	dim200	ep30	iter1.sgns	OP	0.6190297541943365	0.0036120081412786206
rank_reverse_compare	CD	win20	dim200	ep30	iter1.sgns	VI	0.5799173031395303	0.007356919745133985
rank_reverse_compare	CD	win20	dim300	ep30	iter1.sgns	OP	0.6476119299651564	0.0020205291625827048
rank_reverse_compare	CD	win20	dim300	ep30	iter1.sgns	VI	0.5483264772875714	0.012306093854362113
rank_reverse_compare	CD	win20	dim350	ep30	iter1.sgns	OP	0.49943591346906374	0.024958658037547345
rank_reverse_compare	CD	win20	dim350	ep30	iter1.sgns	VI	0.5513351273687103	0.01174217221752427
rank_reverse_compare	CD	win20	dim400	ep30	iter1.sgns	OP	0.31966907112101217	0.16946572303340793
rank_reverse_compare	CD	win20	dim400	ep30	iter1.sgns	VI	0.7100414191487894	0.0004525726003483761
rank_reverse_compare	CD	win20	dim50	ep30	iter1.sgns	OP	0.6069951538697808	0.004539170107867775
rank_reverse_compare	CD	win20	dim50	ep30	iter1.sgns	VI	0.399398298271194	0.08105293843129571
rank_reverse_compare	CD	win30.count	CI	0.254983094376525	0.27794166371061063
rank_reverse_compare	CD	win30	dim100	ep30	iter1.sgns	OP	0.643098954843448	0.0022230760605130647
rank_reverse_compare	CD	win30	dim100	ep30	iter1.sgns	VI	0.5332832268818767	0.015463218271371235
rank_reverse_compare	CD	win30	dim200	ep30	iter1.sgns	OP	0.5678827028149745	0.00900226017644768
rank_reverse_compare	CD	win30	dim200	ep30	iter1.sgns	VI	0.6175254291537671	0.003718496652640921
rank_reverse_compare	CD	win30	dim300	ep30	iter1.sgns	OP	0.4309891241231528	0.05780417475371019
rank_reverse_compare	CD	win30	dim300	ep30	iter1.sgns	VI	0.6355773296406007	0.002598264697906696
rank_reverse_compare	CD	win30	dim350	ep30	iter1.sgns	OP	0.4445280494882781	0.0495598643107733
rank_reverse_compare	CD	win30	dim350	ep30	iter1.sgns	VI	0.6190297541943365	0.0036120081412786206
rank_reverse_compare	CD	win30	dim400	ep30	iter1.sgns	OP	0.6995111438648031	0.0005975677027059544
rank_reverse_compare	CD	win30	dim400	ep30	iter1.sgns	VI	0.6115081289914892	0.0041708312149479655
rank_reverse_compare	CD	win30	dim50	ep30	iter1.sgns	OP	0.6084994789103502	0.004413518966745367
rank_reverse_compare	CD	win30	dim50	ep30	iter1.sgns	VI	0.566378377774405	0.009227472229761112
rank_reverse_compare	CD	win40.count	CI	0.21436631828114935	0.3641102095357407
rank_reverse_compare	CD	win40	dim100	ep30	iter1.sgns	OP	0.5528394524092798	0.011468159768067594
rank_reverse_compare	CD	win40	dim100	ep30	iter1.sgns	VI	0.5310267393210225	0.01598830065546992
rank_reverse_compare	CD	win40	dim200	ep30	iter1.sgns	OP	0.4355020992448613	0.05494822344003855
rank_reverse_compare	CD	win40	dim200	ep30	iter1.sgns	VI	0.7145543942704978	0.0004002908816034523
rank_reverse_compare	CD	win40	dim300	ep30	iter1.sgns	OP	0.532531064361592	0.01563668366479097
rank_reverse_compare	CD	win40	dim300	ep30	iter1.sgns	VI	0.5994735286669334	0.005212593704972225
rank_reverse_compare	CD	win40	dim350	ep30	iter1.sgns	OP	0.3685596349395199	0.10982041030602327
rank_reverse_compare	CD	win40	dim350	ep30	iter1.sgns	VI	0.5972170411060792	0.005429955846321114
rank_reverse_compare	CD	win40	dim400	ep30	iter1.sgns	OP	0.5009402385096332	0.024456880741098884
rank_reverse_compare	CD	win40	dim400	ep30	iter1.sgns	VI	0.5859346033018082	0.0066317530188723965
rank_reverse_compare	CD	win40	dim50	ep30	iter1.sgns	OP	0.6957503312633795	0.0006580981806823151
rank_reverse_compare	CD	win40	dim50	ep30	iter1.sgns	VI	0.3347123215267068	0.14916359685802083
rank_reverse_compare	CD	win4.count	CI	0.12937195348897432	0.5867108294731668
rank_reverse_compare	CD	win4	dim100	ep30	iter1.sgns	OP	0.6242948918363296	0.0032590040869095328
rank_reverse_compare	CD	win4	dim100	ep30	iter1.sgns	VI	0.4054155984334719	0.07616408189157785
rank_reverse_compare	CD	win4	dim200	ep30	iter1.sgns	OP	0.41669803623774293	0.06759418566624759
rank_reverse_compare	CD	win4	dim200	ep30	iter1.sgns	VI	0.5235051141181752	0.01784273465285618
rank_reverse_compare	CD	win4	dim300	ep30	iter1.sgns	OP	0.5821737907003846	0.0070777401490130015
rank_reverse_compare	CD	win4	dim300	ep30	iter1.sgns	VI	0.49266645078650106	0.027318199442592447
rank_reverse_compare	CD	win4	dim350	ep30	iter1.sgns	OP	0.6024821787480723	0.004933977620465204
rank_reverse_compare	CD	win4	dim350	ep30	iter1.sgns	VI	0.46934941265767427	0.03681600598628985
rank_reverse_compare	CD	win4	dim400	ep30	iter1.sgns	OP	0.4949229383473553	0.026512954186509202
rank_reverse_compare	CD	win4	dim400	ep30	iter1.sgns	VI	0.4836405005430842	0.03073362613696908
rank_reverse_compare	CD	win4	dim50	ep30	iter1.sgns	OP	0.2955998704719006	0.20574589817716119
rank_reverse_compare	CD	win4	dim50	ep30	iter1.sgns	VI	0.36705530989895047	0.1113903564917107
rank_reverse_compare	CD	win5.count	CI	0.27378715738364334	0.2427820574023715
rank_reverse_compare	CD	win5	dim100	ep30	iter1.sgns	OP	0.40616776095375656	0.07556878015481738
rank_reverse_compare	CD	win5	dim100	ep30	iter1.sgns	VI	0.3820985603046452	0.09640280509273441
rank_reverse_compare	CD	win5	dim200	ep30	iter1.sgns	OP	0.5122226763139042	0.02094285336740726
rank_reverse_compare	CD	win5	dim200	ep30	iter1.sgns	VI	0.6250470543566145	0.003210999586125519
rank_reverse_compare	CD	win5	dim300	ep30	iter1.sgns	OP	0.5001880759893484	0.024706762316501554
rank_reverse_compare	CD	win5	dim300	ep30	iter1.sgns	VI	0.5942083910249403	0.005731329123777092
rank_reverse_compare	CD	win5	dim350	ep30	iter1.sgns	OP	0.5513351273687103	0.01174217221752427
rank_reverse_compare	CD	win5	dim350	ep30	iter1.sgns	VI	0.46859725013738956	0.037160278059652246
rank_reverse_compare	CD	win5	dim400	ep30	iter1.sgns	OP	0.5671305402946898	0.00911429972918934
rank_reverse_compare	CD	win5	dim400	ep30	iter1.sgns	VI	0.5934562285046555	0.005808783311045054
rank_reverse_compare	CD	win5	dim50	ep30	iter1.sgns	OP	0.3685596349395199	0.10982041030602327
rank_reverse_compare	CD	win5	dim50	ep30	iter1.sgns	VI	0.38510721038578405	0.09359155154078891
